FID,Geocodigo,Nome,MoradDPPOTotChuva,MoradDPPOTotFonte,MoradDPPOTotOutra,MoradDPPOTotPipa,MoradDPPOTotPocoProfund,MoradDPPOTotPocoRaso,MoradDPPOTotRedeGeral,MoradDPPOTotRios,MoradDPPOTotTot,PercMoradDPPOTotChuva,PercMoradDPPOTotFonte,PercMoradDPPOTotOutra,PercMoradDPPOTotPipa,PercMoradDPPOTotPocoProfund,PercMoradDPPOTotPocoRaso,PercMoradDPPOTotRedeGeral,PercMoradDPPOTotRios
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1017,3200409,Anchieta - ES,,1631,45,45,3230,262,24702,28,29943,,5.45,0.15,0.15,10.79,0.88,82.5,0.09
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1016,3200508,Apiacá - ES,,1349,12,4,772,13,5030,43,7223,,18.68,0.17,0.06,10.69,0.18,69.64,0.6
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1015,3200607,Aracruz - ES,5,455,45,304,7177,1547,84904,8,94445,0.01,0.48,0.05,0.32,7.6,1.64,89.9,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1014,3200706,Atílio Vivácqua - ES,,896,2,4,1825,96,7696,3,10522,,8.52,0.02,0.04,17.34,0.91,73.14,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1013,3200805,Baixo Guandu - ES,,2482,19,19,1446,531,25851,260,30608,,8.11,0.06,0.06,4.72,1.73,84.46,0.85
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1012,3202306,Guaçuí - ES,,3844,12,9,2422,141,22821,15,29264,,13.14,0.04,0.03,8.28,0.48,77.98,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1011,3200904,Barra de São Francisco - ES,,3252,27,,6295,4138,28494,21,42227,,7.7,0.06,,14.91,9.8,67.48,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1010,3201001,Boa Esperança - ES,3,158,9,2,1953,1452,9982,9,13568,0.02,1.16,0.07,0.01,14.39,10.7,73.57,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-100f,3201100,Bom Jesus do Norte - ES,,406,22,,185,19,9564,12,10208,,3.98,0.22,,1.81,0.19,93.69,0.12
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-100e,3201159,Brejetuba - ES,,5698,2,9,2997,252,3995,24,12977,,43.91,0.02,0.07,23.09,1.94,30.79,0.18
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-100d,3201209,Cachoeiro de Itapemirim - ES,10,3054,51,31,7000,780,173350,188,184464,0.01,1.66,0.03,0.02,3.79,0.42,93.97,0.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-100c,3201308,Cariacica - ES,17,1873,355,37,6922,1078,341614,68,351964,0,0.53,0.1,0.01,1.97,0.31,97.06,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-100b,3201407,Castelo - ES,,6362,7,,1900,1697,26804,110,36880,,17.25,0.02,,5.15,4.6,72.68,0.3
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-100a,3201506,Colatina - ES,10,4830,53,108,6006,1245,106462,130,118844,0.01,4.06,0.04,0.09,5.05,1.05,89.58,0.11
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1009,3201605,Conceição da Barra - ES,,196,57,19,3019,1861,21955,13,27120,,0.72,0.21,0.07,11.13,6.86,80.96,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1008,3201704,Conceição do Castelo - ES,7,3025,,5,1898,340,6638,19,11932,0.06,25.35,,0.04,15.91,2.85,55.63,0.16
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1007,3201803,Divino de São Lourenço - ES,1,1913,3,,633,110,2298,118,5076,0.02,37.69,0.06,,12.47,2.17,45.27,2.32
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1006,3201902,Domingos Martins - ES,13,9191,11,,10982,3333,11828,51,35409,0.04,25.96,0.03,,31.01,9.41,33.4,0.14
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1005,3202009,Dores do Rio Preto - ES,2,2111,,,816,57,3581,23,6590,0.03,32.03,,,12.38,0.86,54.34,0.35
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1004,3202108,Ecoporanga - ES,1,2520,71,32,2075,2365,14752,96,21912,0,11.5,0.32,0.15,9.47,10.79,67.32,0.44
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1003,3202207,Fundão - ES,3,931,9,,1063,814,15067,64,17951,0.02,5.19,0.05,,5.92,4.53,83.93,0.36
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1002,3202256,Governador Lindenberg - ES,,1033,3,,3965,1527,4445,36,11009,,9.38,0.03,,36.02,13.87,40.38,0.33
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1001,3202405,Guarapari - ES,25,3397,198,,8247,950,110724,106,123647,0.02,2.75,0.16,,6.67,0.77,89.55,0.09
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1000,3202454,Ibatiba - ES,,5887,9,,6998,199,12266,10,25369,,23.21,0.04,,27.58,0.78,48.35,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fff,3202504,Ibiraçu - ES,,893,12,,432,98,10283,3,11721,,7.62,0.1,,3.69,0.84,87.73,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ffe,3202553,Ibitirama - ES,,3676,6,2,1515,90,4080,143,9512,,38.65,0.06,0.02,15.93,0.95,42.89,1.5
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ffd,3202603,Iconha - ES,4,3920,3,,350,18,8021,,12316,0.03,31.83,0.02,,2.84,0.15,65.13,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ffc,3202652,Irupi - ES,,4295,1,,4342,256,4755,3,13652,,31.46,0.01,,31.8,1.88,34.83,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ffb,3202702,Itaguaçu - ES,,2838,26,4,2148,448,8099,18,13581,,20.9,0.19,0.03,15.82,3.3,59.63,0.13
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ffa,3202801,Itapemirim - ES,,251,140,,6240,836,32304,15,39786,,0.63,0.35,,15.68,2.1,81.19,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ff9,3202900,Itarana - ES,,3547,6,1,581,1098,5333,20,10586,,33.51,0.06,0.01,5.49,10.37,50.38,0.19
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ff8,3203007,Iúna - ES,5,7750,,4,3435,262,16774,332,28562,0.02,27.13,,0.01,12.03,0.92,58.73,1.16
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ff7,3203056,Jaguaré - ES,5,407,16,,5773,2804,19896,12,28913,0.02,1.41,0.06,,19.97,9.7,68.81,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ff6,3203106,Jerônimo Monteiro - ES,3,826,20,1,1296,257,9139,6,11548,0.03,7.15,0.17,0.01,11.22,2.23,79.14,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ff5,3203130,João Neiva - ES,4,943,,,216,89,12804,9,14065,0.03,6.7,,,1.54,0.63,91.03,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ff4,3203163,Laranja da Terra - ES,,1462,19,,2316,3097,4177,21,11092,,13.18,0.17,,20.88,27.92,37.66,0.19
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ff3,3203205,Linhares - ES,24,1106,168,452,16829,1973,143535,772,164859,0.01,0.67,0.1,0.27,10.21,1.2,87.07,0.47
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ff2,3203304,Mantenópolis - ES,10,1850,18,,1872,1141,7778,26,12695,0.08,14.57,0.14,,14.75,8.99,61.27,0.2
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ff1,3203320,Marataízes - ES,,41,30,86,2572,2878,36216,,41823,,0.1,0.07,0.21,6.15,6.88,86.59,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ff0,3524501,Jaci - SP,,15,5,,719,4,6701,,7444,,0.2,0.07,,9.66,0.05,90.02,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fef,3203346,Marechal Floriano - ES,7,2787,27,,4848,708,9220,11,17608,0.04,15.83,0.15,,27.53,4.02,52.36,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fee,3203353,Marilândia - ES,,1286,9,43,3143,715,7154,36,12386,,10.38,0.07,0.35,25.38,5.77,57.76,0.29
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fed,3203403,Mimoso do Sul - ES,3,4677,8,1,3071,1141,15427,55,24383,0.01,19.18,0.03,0,12.59,4.68,63.27,0.23
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fec,3203502,Montanha - ES,2,132,89,8,1553,2661,14397,27,18869,0.01,0.7,0.47,0.04,8.23,14.1,76.3,0.14
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-feb,3203601,Mucurici - ES,,57,21,,699,862,3812,15,5466,,1.04,0.38,,12.79,15.77,69.74,0.27
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fea,3203700,Muniz Freire - ES,,7579,1,2,2530,73,7936,19,18140,,41.78,0.01,0.01,13.95,0.4,43.75,0.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fe9,3203809,Muqui - ES,,2128,3,,1892,69,9609,1,13702,,15.53,0.02,,13.81,0.5,70.13,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fe8,3203908,Nova Venécia - ES,,1532,49,47,7211,5089,34965,51,48944,,3.13,0.1,0.1,14.73,10.4,71.44,0.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fe7,3204005,Pancas - ES,,3455,6,,4330,2018,9031,32,18872,,18.31,0.03,,22.94,10.69,47.85,0.17
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fe6,3204054,Pedro Canário - ES,,90,39,18,764,1146,19376,68,21501,,0.42,0.18,0.08,3.55,5.33,90.12,0.32
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fe5,3204104,Pinheiros - ES,,174,38,,3607,1476,18476,14,23785,,0.73,0.16,,15.17,6.21,77.68,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fe4,3204203,Piúma - ES,,63,7,,722,84,21358,3,22237,,0.28,0.03,,3.25,0.38,96.05,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fe3,3204252,Ponto Belo - ES,,87,4,,337,853,5165,28,6474,,1.34,0.06,,5.21,13.18,79.78,0.43
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fe2,3204302,Presidente Kennedy - ES,,146,10,275,3234,616,9358,15,13654,,1.07,0.07,2.01,23.69,4.51,68.54,0.11
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fe1,3204351,Rio Bananal - ES,,1691,,,5719,3974,7853,,19237,,8.79,,,29.73,20.66,40.82,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fe0,3204401,Rio Novo do Sul - ES,,3261,3,,1307,125,6358,1,11055,,29.5,0.03,,11.82,1.13,57.51,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fdf,3204500,Santa Leopoldina - ES,,5847,11,,2199,1837,3098,113,13105,,44.62,0.08,,16.78,14.02,23.64,0.86
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fde,3204559,Santa Maria de Jetibá - ES,3,7407,6,3,2660,20465,11043,31,41618,0.01,17.8,0.01,0.01,6.39,49.17,26.53,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fdd,3204609,Santa Teresa - ES,7,4770,3,,5182,568,11919,318,22767,0.03,20.95,0.01,,22.76,2.49,52.35,1.4
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fdc,3204658,São Domingos do Norte - ES,,678,,,3582,393,3681,3,8337,,8.13,,,42.97,4.71,44.15,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fdb,3204708,São Gabriel da Palha - ES,,942,6,,8747,1031,21485,8,32219,,2.92,0.02,,27.15,3.2,66.68,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fda,3204807,São José do Calçado - ES,,1094,33,,735,52,8893,16,10823,,10.11,0.3,,6.79,0.48,82.17,0.15
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fd9,3204906,São Mateus - ES,6,1133,108,1299,27531,9842,82637,42,122598,0,0.92,0.09,1.06,22.46,8.03,67.4,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fd8,3204955,São Roque do Canaã - ES,,1495,7,4,3989,119,5256,10,10880,,13.74,0.06,0.04,36.66,1.09,48.31,0.09
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fd7,3205002,Serra - ES,13,653,1733,34,22664,487,493183,30,518797,0,0.13,0.33,0.01,4.37,0.09,95.06,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fd6,3205010,Sooretama - ES,,71,20,,6139,815,19409,10,26464,,0.27,0.08,,23.2,3.08,73.34,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fd5,3205036,Vargem Alta - ES,8,7441,8,,3223,64,8760,40,19544,0.04,38.07,0.04,,16.49,0.33,44.82,0.2
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fd4,3205069,Venda Nova do Imigrante - ES,,2904,4,,6192,542,14175,5,23822,,12.19,0.02,,25.99,2.28,59.5,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fd3,3205101,Viana - ES,,1680,256,200,3906,1038,63493,49,70622,,2.38,0.36,0.28,5.53,1.47,89.91,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fd2,3205150,Vila Pavão - ES,,702,4,,3623,1317,3245,11,8902,,7.89,0.04,,40.7,14.79,36.45,0.12
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fd1,3205176,Vila Valério - ES,,659,,,5870,3080,4057,15,13681,,4.82,,,42.91,22.51,29.65,0.11
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fd0,3205200,Vila Velha - ES,17,69,1249,16,3946,277,453137,30,458741,0,0.02,0.27,0,0.86,0.06,98.78,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fcf,3205309,Vitória - ES,11,35,126,15,1323,25,320715,4,322254,0,0.01,0.04,0,0.41,0.01,99.52,0
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fce,3300100,Angra dos Reis - RJ,27,18255,397,17,1652,204,146226,462,167240,0.02,10.92,0.24,0.01,0.99,0.12,87.43,0.28
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fcd,3300159,Aperibé - RJ,,69,10,,1175,178,9579,,11011,,0.63,0.09,,10.67,1.62,86.99,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fcc,3300209,Araruama - RJ,59,311,418,380,3505,1738,122678,9,129098,0.05,0.24,0.32,0.29,2.71,1.35,95.03,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fcb,3300225,Areal - RJ,3,1783,5,20,901,697,8313,98,11820,0.03,15.08,0.04,0.17,7.62,5.9,70.33,0.83
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fca,3300233,Armação dos Búzios - RJ,16,42,248,976,941,78,37510,7,39818,0.04,0.11,0.62,2.45,2.36,0.2,94.2,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fc9,3300258,Arraial do Cabo - RJ,22,69,73,412,5906,76,24406,1,30965,0.07,0.22,0.24,1.33,19.07,0.25,78.82,0
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fc8,3300308,Barra do Piraí - RJ,17,2811,112,1714,6151,7546,74333,79,92763,0.02,3.03,0.12,1.85,6.63,8.13,80.13,0.09
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fc7,3300407,Barra Mansa - RJ,105,2285,66,150,5945,2419,158515,129,169614,0.06,1.35,0.04,0.09,3.51,1.43,93.46,0.08
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fc6,3300456,Belford Roxo - RJ,218,560,8240,693,112346,3395,357131,113,482696,0.05,0.12,1.71,0.14,23.27,0.7,73.99,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fc5,3300506,Bom Jardim - RJ,,7450,1,67,3857,531,16132,22,28060,,26.55,0,0.24,13.75,1.89,57.49,0.08
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fc4,3300605,Bom Jesus do Itabapoana - RJ,1,2027,44,73,2312,396,30131,21,35005,0,5.79,0.13,0.21,6.6,1.13,86.08,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fc3,3300704,Cabo Frio - RJ,163,141,1506,4337,21026,1929,192644,18,221764,0.07,0.06,0.68,1.96,9.48,0.87,86.87,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fc2,3300803,Cachoeiras de Macacu - RJ,16,7168,82,12,5814,1091,42703,26,56912,0.03,12.59,0.14,0.02,10.22,1.92,75.03,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fc1,3300902,Cambuci - RJ,,1395,102,1,1734,576,10755,22,14585,,9.56,0.7,0.01,11.89,3.95,73.74,0.15
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fc0,3300936,Carapebus - RJ,3,40,45,654,3756,6152,3179,4,13833,0.02,0.29,0.33,4.73,27.15,44.47,22.98,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fbf,3300951,Comendador Levy Gasparian - RJ,7,240,10,4,182,15,8231,21,8710,0.08,2.76,0.11,0.05,2.09,0.17,94.5,0.24
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fbe,3301009,Campos dos Goytacazes - RJ,74,1790,1911,768,54844,33324,388282,331,481324,0.02,0.37,0.4,0.16,11.39,6.92,80.67,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fbd,3301108,Cantagalo - RJ,10,1978,18,9,1552,70,15613,97,19347,0.05,10.22,0.09,0.05,8.02,0.36,80.7,0.5
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fbc,3301157,Cardoso Moreira - RJ,,564,18,57,2143,806,9338,11,12937,,4.36,0.14,0.44,16.56,6.23,72.18,0.09
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fbb,3301207,Carmo - RJ,,913,69,,420,76,15562,5,17045,,5.36,0.4,,2.46,0.45,91.3,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fba,3301306,Casimiro de Abreu - RJ,167,1339,324,288,2833,425,40634,12,46022,0.36,2.91,0.7,0.63,6.16,0.92,88.29,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fb9,3301405,Conceição de Macabu - RJ,2,923,32,23,8734,2161,9105,12,20992,0.01,4.4,0.15,0.11,41.61,10.29,43.37,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fb8,3301504,Cordeiro - RJ,3,748,32,1,285,25,19641,1,20736,0.01,3.61,0.15,0,1.37,0.12,94.72,0
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fb7,3301603,Duas Barras - RJ,,2343,5,16,794,40,7748,13,10959,,21.38,0.05,0.15,7.25,0.37,70.7,0.12
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fb6,3301702,Duque de Caxias - RJ,612,3746,9629,7590,292927,17961,474452,359,807276,0.08,0.46,1.19,0.94,36.29,2.22,58.77,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fb5,3301801,Engenheiro Paulo de Frontin - RJ,5,1441,13,2,2647,2008,6034,51,12201,0.04,11.81,0.11,0.02,21.69,16.46,49.45,0.42
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fb4,3301850,Guapimirim - RJ,30,3391,709,98,12564,1702,32875,171,51540,0.06,6.58,1.38,0.19,24.38,3.3,63.79,0.33
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fb3,3301876,Iguaba Grande - RJ,23,87,58,486,217,34,26984,22,27911,0.08,0.31,0.21,1.74,0.78,0.12,96.68,0.08
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fb2,3301900,Itaboraí - RJ,394,334,4934,5915,121304,35020,55466,521,223888,0.18,0.15,2.2,2.64,54.18,15.64,24.77,0.23
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fb1,3302007,Itaguaí - RJ,18,1815,1711,27,17879,536,93675,831,116492,0.02,1.56,1.47,0.02,15.35,0.46,80.41,0.71
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fb0,3302056,Italva - RJ,,275,80,315,935,307,12138,11,14061,,1.96,0.57,2.24,6.65,2.18,86.32,0.08
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-faf,3302106,Itaocara - RJ,,265,17,20,3361,541,18552,63,22819,,1.16,0.07,0.09,14.73,2.37,81.3,0.28
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fae,3302205,Itaperuna - RJ,8,2527,342,19,3770,1217,92279,149,100311,0.01,2.52,0.34,0.02,3.76,1.21,91.99,0.15
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fad,3302254,Itatiaia - RJ,,2551,26,206,97,85,27689,113,30767,,8.29,0.08,0.67,0.32,0.28,90,0.37
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fac,3302270,Japeri - RJ,52,767,2304,211,27710,2561,57231,359,91195,0.06,0.84,2.53,0.23,30.39,2.81,62.76,0.39
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fab,3302304,Laje do Muriaé - RJ,2,416,5,,1130,89,5687,6,7335,0.03,5.67,0.07,,15.41,1.21,77.53,0.08
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-faa,3302403,Macaé - RJ,89,5507,3027,4685,32486,1350,198440,550,246134,0.04,2.24,1.23,1.9,13.2,0.55,80.62,0.22
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fa9,3302452,Macuco - RJ,,339,7,,203,10,4856,,5415,,6.26,0.13,,3.75,0.18,89.68,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fa8,3302502,Magé - RJ,358,13935,3148,775,127630,8179,69197,2813,226035,0.16,6.16,1.39,0.34,56.46,3.62,30.61,1.24
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fa7,3302601,Mangaratiba - RJ,15,15247,223,10,1951,90,20550,3100,41186,0.04,37.02,0.54,0.02,4.74,0.22,49.9,7.53
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fa6,3302700,Maricá - RJ,894,958,1057,7692,109616,7880,68594,173,196864,0.45,0.49,0.54,3.91,55.68,4,34.84,0.09
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fa5,3302809,Mendes - RJ,5,981,14,314,1580,2187,12373,7,17461,0.03,5.62,0.08,1.8,9.05,12.53,70.86,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-fa4,3302858,Mesquita - RJ,97,2767,2507,355,9018,449,151480,151,166824,0.06,1.66,1.5,0.21,5.41,0.27,90.8,0.09
