FID,Geocodigo,Nome,MoradDPPOTotChuva,MoradDPPOTotFonte,MoradDPPOTotOutra,MoradDPPOTotPipa,MoradDPPOTotPocoProfund,MoradDPPOTotPocoRaso,MoradDPPOTotRedeGeral,MoradDPPOTotRios,MoradDPPOTotTot,PercMoradDPPOTotChuva,PercMoradDPPOTotFonte,PercMoradDPPOTotOutra,PercMoradDPPOTotPipa,PercMoradDPPOTotPocoProfund,PercMoradDPPOTotPocoRaso,PercMoradDPPOTotRedeGeral,PercMoradDPPOTotRios
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1ab4,1715259,Novo Jardim - TO,8,4,12,71,161,4,1808,142,2210,0.36,0.18,0.54,3.21,7.29,0.18,81.81,6.43
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1ab3,1715507,Oliveira de Fátima - TO,,5,,17,120,64,958,,1164,,0.43,,1.46,10.31,5.5,82.3,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1ab2,1715705,Palmeirante - TO,5,515,9,40,562,594,2378,683,4786,0.1,10.76,0.19,0.84,11.74,12.41,49.69,14.27
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1ab1,1715754,Palmeirópolis - TO,21,87,1,,876,175,5720,60,6940,0.3,1.25,0.01,,12.62,2.52,82.42,0.86
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1ab0,1716109,Paraíso do Tocantins - TO,7,331,34,8,1980,1934,47743,97,52134,0.01,0.63,0.07,0.02,3.8,3.71,91.58,0.19
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aaf,1716208,Paranã - TO,258,184,66,140,2163,357,6179,1174,10521,2.45,1.75,0.63,1.33,20.56,3.39,58.73,11.16
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aae,1716307,Pau D'Arco - TO,4,74,3,,672,249,2960,78,4040,0.1,1.83,0.07,,16.63,6.16,73.27,1.93
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aad,1716505,Pedro Afonso - TO,,311,64,2,387,315,12794,93,13966,,2.23,0.46,0.01,2.77,2.26,91.61,0.67
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aac,1716604,Peixe - TO,2,33,19,,2315,1424,5369,124,9286,0.02,0.36,0.2,,24.93,15.33,57.82,1.34
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aab,1716653,Pequizeiro - TO,,134,7,,1045,1238,2470,27,4921,,2.72,0.14,,21.24,25.16,50.19,0.55
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aaa,1716703,Colméia - TO,3,617,12,,771,1147,6179,163,8892,0.03,6.94,0.13,,8.67,12.9,69.49,1.83
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aa9,1717008,Pindorama do Tocantins - TO,38,276,3,9,471,563,2817,292,4469,0.85,6.18,0.07,0.2,10.54,12.6,63.03,6.53
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aa8,1717206,Piraquê - TO,10,223,9,,360,494,1081,104,2281,0.44,9.78,0.39,,15.78,21.66,47.39,4.56
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aa7,1717503,Pium - TO,1,19,13,4,1749,733,4380,216,7115,0.01,0.27,0.18,0.06,24.58,10.3,61.56,3.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aa6,1717800,Ponte Alta do Bom Jesus - TO,37,23,35,109,1115,112,2491,290,4212,0.88,0.55,0.83,2.59,26.47,2.66,59.14,6.89
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aa5,1717909,Ponte Alta do Tocantins - TO,1,895,23,3,793,380,5214,227,7536,0.01,11.88,0.31,0.04,10.52,5.04,69.19,3.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aa4,1718006,Porto Alegre do Tocantins - TO,5,19,,77,496,33,2108,127,2865,0.17,0.66,,2.69,17.31,1.15,73.58,4.43
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aa3,1718204,Porto Nacional - TO,10,1088,64,18,5288,2238,55337,190,64233,0.02,1.69,0.1,0.03,8.23,3.48,86.15,0.3
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aa2,1718303,Praia Norte - TO,1,57,8,,543,687,7681,54,9031,0.01,0.63,0.09,,6.01,7.61,85.05,0.6
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aa1,1718402,Presidente Kennedy - TO,,149,4,,265,518,2106,3,3045,,4.89,0.13,,8.7,17.01,69.16,0.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1aa0,1718451,Pugmil - TO,,14,,5,472,190,1506,,2187,,0.64,,0.23,21.58,8.69,68.86,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a9f,1718501,Recursolândia - TO,17,840,12,31,350,203,1883,83,3419,0.5,24.57,0.35,0.91,10.24,5.94,55.07,2.43
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a9e,1718550,Riachinho - TO,5,202,5,,381,727,2461,172,3953,0.13,5.11,0.13,,9.64,18.39,62.26,4.35
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a9d,1718659,Rio da Conceição - TO,6,4,10,6,35,,1424,266,1751,0.34,0.23,0.57,0.34,2,,81.32,15.19
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a9c,1718709,Rio dos Bois - TO,,123,,58,424,388,1556,189,2738,,4.49,,2.12,15.49,14.17,56.83,6.9
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a9b,1718758,Rio Sono - TO,,1107,4,,483,179,2957,111,4841,,22.87,0.08,,9.98,3.7,61.08,2.29
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a9a,1718808,Sampaio - TO,,5,20,2,201,312,3478,187,4205,,0.12,0.48,0.05,4.78,7.42,82.71,4.45
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a99,1718840,Sandolândia - TO,,16,255,,829,778,1819,6,3703,,0.43,6.89,,22.39,21.01,49.12,0.16
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a98,1718865,Santa Fé do Araguaia - TO,3,127,11,1,1129,500,5293,85,7149,0.04,1.78,0.15,0.01,15.79,6.99,74.04,1.19
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a97,1718881,Santa Maria do Tocantins - TO,2,131,21,,261,331,1756,155,2657,0.08,4.93,0.79,,9.82,12.46,66.09,5.83
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a96,1718899,Santa Rita do Tocantins - TO,,11,,,1243,208,748,,2210,,0.5,,,56.24,9.41,33.85,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a95,1718907,Santa Rosa do Tocantins - TO,75,18,8,,1589,838,2077,48,4653,1.61,0.39,0.17,,34.15,18.01,44.64,1.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a94,1719004,Santa Tereza do Tocantins - TO,,290,2,11,362,41,2068,7,2781,,10.43,0.07,0.4,13.02,1.47,74.36,0.25
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a93,1720002,Santa Terezinha do Tocantins - TO,,102,,,219,177,1902,6,2406,,4.24,,,9.1,7.36,79.05,0.25
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a92,1720101,São Bento do Tocantins - TO,,142,4,,506,823,3822,334,5631,,2.52,0.07,,8.99,14.62,67.87,5.93
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a91,1720150,São Félix do Tocantins - TO,,82,,,219,25,1230,215,1771,,4.63,,,12.37,1.41,69.45,12.14
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a90,1720200,São Miguel do Tocantins - TO,1,15,40,,2613,1341,9074,149,13233,0.01,0.11,0.3,,19.75,10.13,68.57,1.13
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a8f,1720259,São Salvador do Tocantins - TO,18,29,1,16,793,48,1448,29,2382,0.76,1.22,0.04,0.67,33.29,2.02,60.79,1.22
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a8e,1720309,São Sebastião do Tocantins - TO,,,22,,94,137,3781,66,4100,,,0.54,,2.29,3.34,92.22,1.61
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a8d,1720499,São Valério - TO,41,22,,2,1114,693,2515,26,4413,0.93,0.5,,0.05,25.24,15.7,56.99,0.59
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a8c,1720655,Silvanópolis - TO,22,78,17,4,1374,735,2874,4,5108,0.43,1.53,0.33,0.08,26.9,14.39,56.26,0.08
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a8b,1720804,Sítio Novo do Tocantins - TO,,36,22,2,588,1676,8470,20,10814,,0.33,0.2,0.02,5.44,15.5,78.32,0.18
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a8a,1720853,Sucupira - TO,,4,4,,378,243,948,,1577,,0.25,0.25,,23.97,15.41,60.11,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a89,1720903,Taguatinga - TO,183,637,25,30,1299,181,10503,1099,13957,1.31,4.56,0.18,0.21,9.31,1.3,75.25,7.87
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a88,1720937,Taipas do Tocantins - TO,37,15,6,21,252,9,1639,40,2019,1.83,0.74,0.3,1.04,12.48,0.45,81.18,1.98
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a87,1720978,Talismã - TO,,19,2,,646,241,1528,,2436,,0.78,0.08,,26.52,9.89,62.73,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a86,1721000,Palmas - TO,49,1626,245,6,11989,3928,283390,279,301512,0.02,0.54,0.08,0,3.98,1.3,93.99,0.09
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a85,1721109,Tocantínia - TO,,410,36,,1287,324,4687,695,7439,,5.51,0.48,,17.3,4.36,63.01,9.34
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a84,1721208,Tocantinópolis - TO,1,302,149,7,1965,156,19033,861,22474,0,1.34,0.66,0.03,8.74,0.69,84.69,3.83
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a83,1721257,Tupirama - TO,,171,8,,267,101,1285,77,1909,,8.96,0.42,,13.99,5.29,67.31,4.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a82,1721307,Tupiratins - TO,,110,3,,248,203,1074,227,1865,,5.9,0.16,,13.3,10.88,57.59,12.17
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a81,1722081,Wanderlândia - TO,13,371,27,,757,440,8617,281,10506,0.12,3.53,0.26,,7.21,4.19,82.02,2.67
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a80,1722107,Xambioá - TO,,330,21,,623,954,8489,86,10503,,3.14,0.2,,5.93,9.08,80.82,0.82
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a7f,2100055,Açailândia - MA,17,67,150,34,6884,790,98085,173,106200,0.02,0.06,0.14,0.03,6.48,0.74,92.36,0.16
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a7e,2100105,Afonso Cunha - MA,,46,127,388,1329,523,3719,,6132,,0.75,2.07,6.33,21.67,8.53,60.65,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a7d,2100154,Água Doce do Maranhão - MA,2,61,43,17,2389,157,9075,393,12137,0.02,0.5,0.35,0.14,19.68,1.29,74.77,3.24
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a7c,2100204,Alcântara - MA,31,35,71,,8165,1393,8761,4,18460,0.17,0.19,0.38,,44.23,7.55,47.46,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a7b,2100303,Aldeias Altas - MA,1,83,226,402,8451,4755,9250,115,23283,0,0.36,0.97,1.73,36.3,20.42,39.73,0.49
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a7a,2100402,Altamira do Maranhão - MA,,6,20,,874,1166,4380,,6446,,0.09,0.31,,13.56,18.09,67.95,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a79,2100436,Alto Alegre do Maranhão - MA,22,27,135,28,4333,574,18894,6,24019,0.09,0.11,0.56,0.12,18.04,2.39,78.66,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a78,2100477,Alto Alegre do Pindaré - MA,,12,16,1,4915,776,19885,6,25611,,0.05,0.06,0,19.19,3.03,77.64,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a77,2100501,Alto Parnaíba - MA,6,672,15,10,1036,373,8152,781,11045,0.05,6.08,0.14,0.09,9.38,3.38,73.81,7.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a76,2100550,Amapá do Maranhão - MA,1,5,8,,837,858,5457,4,7170,0.01,0.07,0.11,,11.67,11.97,76.11,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a75,2100600,Amarante do Maranhão - MA,10,108,594,934,5055,4123,25776,439,37039,0.03,0.29,1.6,2.52,13.65,11.13,69.59,1.19
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a74,2100709,Anajatuba - MA,855,5,161,305,7652,2326,13494,514,25312,3.38,0.02,0.64,1.2,30.23,9.19,53.31,2.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a73,2100808,Anapurus - MA,,16,29,,4798,964,7950,2,13759,,0.12,0.21,,34.87,7.01,57.78,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a72,2100832,Apicum-Açu - MA,8,61,116,,1076,226,15983,17,17487,0.05,0.35,0.66,,6.15,1.29,91.4,0.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a71,2100873,Araguanã - MA,2,14,46,58,1569,4344,5143,,11176,0.02,0.13,0.41,0.52,14.04,38.87,46.02,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a70,2100907,Araioses - MA,62,91,622,41,12861,6136,16541,2670,39024,0.16,0.23,1.59,0.11,32.96,15.72,42.39,6.84
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a6f,2100956,Arame - MA,77,12,322,756,4531,5459,14282,39,25478,0.3,0.05,1.26,2.97,17.78,21.43,56.06,0.15
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a6e,2101004,Arari - MA,1733,20,288,335,6195,613,18238,2022,29444,5.89,0.07,0.98,1.14,21.04,2.08,61.94,6.87
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a6d,2101103,Axixá - MA,8,403,99,,2525,2313,6330,101,11779,0.07,3.42,0.84,,21.44,19.64,53.74,0.86
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a6c,2101202,Bacabal - MA,23,37,1259,33,16657,1452,83869,175,103505,0.02,0.04,1.22,0.03,16.09,1.4,81.03,0.17
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a6b,2101251,Bacabeira - MA,,1,34,,2147,116,14650,8,16956,,0.01,0.2,,12.66,0.68,86.4,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a6a,2101301,Bacuri - MA,2,419,314,,1331,502,13676,10,16254,0.01,2.58,1.93,,8.19,3.09,84.14,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a69,2101350,Bacurituba - MA,2,,21,,727,519,3981,,5250,0.04,,0.4,,13.85,9.89,75.83,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a68,2101400,Balsas - MA,15,971,122,441,8444,9185,80023,2136,101337,0.01,0.96,0.12,0.44,8.33,9.06,78.97,2.11
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a67,2101509,Barão de Grajaú - MA,5,46,52,60,8246,242,10053,253,18957,0.03,0.24,0.27,0.32,43.5,1.28,53.03,1.33
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a66,2101608,Barra do Corda - MA,198,114,672,3407,24011,2721,48016,5279,84418,0.23,0.14,0.8,4.04,28.44,3.22,56.88,6.25
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a65,2101707,Barreirinhas - MA,21,171,559,12,39170,8765,16134,629,65461,0.03,0.26,0.85,0.02,59.84,13.39,24.65,0.96
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a64,2101731,Belágua - MA,,84,194,7,2073,1120,4751,231,8460,,0.99,2.29,0.08,24.5,13.24,56.16,2.73
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a63,2101772,Bela Vista do Maranhão - MA,,,10,,1026,36,10664,,11736,,,0.09,,8.74,0.31,90.87,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a62,2101806,Benedito Leite - MA,,8,36,5,114,468,4690,128,5449,,0.15,0.66,0.09,2.09,8.59,86.07,2.35
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a61,2101905,Bequimão - MA,17,15,148,,4379,7135,7818,4,19516,0.09,0.08,0.76,,22.44,36.56,40.06,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a60,2101939,Bernardo do Mearim - MA,2,,9,4,1244,1565,3013,3,5840,0.03,,0.15,0.07,21.3,26.8,51.59,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a5f,2101970,Boa Vista do Gurupi - MA,,3,51,,2376,2276,2839,5,7550,,0.04,0.68,,31.47,30.15,37.6,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a5e,2102002,Bom Jardim - MA,,39,126,303,5946,2917,23552,170,33053,,0.12,0.38,0.92,17.99,8.83,71.26,0.51
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a5d,2102036,Bom Jesus das Selvas - MA,49,38,168,475,4738,1232,21800,34,28534,0.17,0.13,0.59,1.66,16.6,4.32,76.4,0.12
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a5c,2102077,Bom Lugar - MA,,,57,,4412,1620,6110,4,12203,,,0.47,,36.16,13.28,50.07,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a5b,2102101,Brejo - MA,78,91,917,245,13131,7434,10574,1626,34096,0.23,0.27,2.69,0.72,38.51,21.8,31.01,4.77
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a5a,2102150,Brejo de Areia - MA,,4,17,,362,2139,6672,6,9200,,0.04,0.18,,3.93,23.25,72.52,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a59,2102200,Buriti - MA,26,714,237,176,13202,9185,5480,608,29628,0.09,2.41,0.8,0.59,44.56,31,18.5,2.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a58,2102309,Buriti Bravo - MA,,3,252,207,3736,488,17580,168,22434,,0.01,1.12,0.92,16.65,2.18,78.36,0.75
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a57,2102325,Buriticupu - MA,20,3,486,9606,6483,1476,37291,41,55406,0.04,0.01,0.88,17.34,11.7,2.66,67.3,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a56,2102358,Buritirana - MA,,4,27,,1284,1077,10498,10,12900,,0.03,0.21,,9.95,8.35,81.38,0.08
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a55,2102374,Cachoeira Grande - MA,,271,204,2,3835,3191,1518,699,9720,,2.79,2.1,0.02,39.45,32.83,15.62,7.19
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a54,2102408,Cajapió - MA,,4,47,,1679,861,7524,6,10121,,0.04,0.46,,16.59,8.51,74.34,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a53,2102507,Cajari - MA,16,5,241,2,6370,3527,5317,916,16394,0.1,0.03,1.47,0.01,38.86,21.51,32.43,5.59
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a52,2102556,Campestre do Maranhão - MA,,3,5,,569,357,11226,97,12257,,0.02,0.04,,4.64,2.91,91.59,0.79
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a51,2102606,Cândido Mendes - MA,,45,241,12,5997,5763,7810,53,19921,,0.23,1.21,0.06,30.1,28.93,39.2,0.27
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a50,2102705,Cantanhede - MA,238,517,266,2257,4164,2922,13531,385,24280,0.98,2.13,1.1,9.3,17.15,12.03,55.73,1.59
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a4f,2102754,Capinzal do Norte - MA,91,10,22,62,694,1049,9405,37,11370,0.8,0.09,0.19,0.55,6.1,9.23,82.72,0.33
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a4e,2102804,Carolina - MA,7,772,41,60,2338,1113,17203,2362,23896,0.03,3.23,0.17,0.25,9.78,4.66,71.99,9.88
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a4d,2102903,Carutapera - MA,3,20,1433,18,7588,6815,8306,46,24229,0.01,0.08,5.91,0.07,31.32,28.13,34.28,0.19
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a4c,2103000,Caxias - MA,18,575,1135,295,25114,6130,122165,1333,156765,0.01,0.37,0.72,0.19,16.02,3.91,77.93,0.85
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a4b,2103109,Cedral - MA,3,7,24,,113,8,10015,25,10195,0.03,0.07,0.24,,1.11,0.08,98.23,0.25
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a4a,2103125,Central do Maranhão - MA,9,18,257,80,1157,259,5132,170,7082,0.13,0.25,3.63,1.13,16.34,3.66,72.47,2.4
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a49,2103158,Centro do Guilherme - MA,1,,96,,1588,1423,9049,184,12341,0.01,,0.78,,12.87,11.53,73.32,1.49
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a48,2103174,Centro Novo do Maranhão - MA,6,57,292,62,2771,8496,4465,92,16241,0.04,0.35,1.8,0.38,17.06,52.31,27.49,0.57
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a47,2103208,Chapadinha - MA,33,1531,892,101,18185,22807,37020,679,81248,0.04,1.88,1.1,0.12,22.38,28.07,45.56,0.84
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a46,2103257,Cidelândia - MA,,27,19,,1782,641,10302,88,12859,,0.21,0.15,,13.86,4.98,80.12,0.68
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a45,2103307,Codó - MA,944,161,915,253,15601,5417,89984,718,113993,0.83,0.14,0.8,0.22,13.69,4.75,78.94,0.63
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a44,2103406,Coelho Neto - MA,10,207,570,49,3102,1393,36144,160,41635,0.02,0.5,1.37,0.12,7.45,3.35,86.81,0.38
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a43,2103505,Colinas - MA,15,65,272,221,6637,2524,29915,552,40201,0.04,0.16,0.68,0.55,16.51,6.28,74.41,1.37
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a42,2103554,Conceição do Lago-Açu - MA,,,153,108,2369,296,11726,246,14898,,,1.03,0.72,15.9,1.99,78.71,1.65
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a41,2103604,Coroatá - MA,323,1363,452,70,10727,2738,43112,553,59338,0.54,2.3,0.76,0.12,18.08,4.61,72.65,0.93
